order_id,customer_id,product_id,distance,product_rating,date,review,time_taken,place_id,product,product_description,product_type,place_type,place_name,place_address,place_phone_no
8277,81,3583,20.1,3,12-7-22,0,45,81,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
8278,85,2168,23.07,3,13-5-22,0,38,53,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,restaurant,Manna's Restaurant,"Western House, 8/10 Broad Street, Lagos Island, Lagos, Nigeria",0802 312 3698
8279,940,2123,1.65,2,8-7-22,-1,19,50,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,restaurant,Majesty's Kitchen,"Elpina Plaza Adeyemo Alakija Street, Victoria Island, Lagos, Nigeria","0810 614 7321, 0708 461 6196"
8280,352,1940,11.17,5,2-1-22,1,32,39,Jollof Rice – Oven Baked,Oven-baked jollof rice is a variation of the deep-flavored classic jollof rice. It simply uses the same ingredients for Jollof but is cooked in the oven. It is an easy way to make delicious Jollof without compromising its flavor.,meal,restaurant,Home Cooking Restaurant,"38A, Awolowo Road, Ikoyi, Lagos, Nigeria","01 473 5320, 01 262 2559"
8281,669,929,25.72,5,1-5-22,1,54,72,Mojito,"Traditionally a Cuba drink, the mojito is a hugely popular cocktail and combines a mix of white rum, sugar (traditionally sugar cane juice), lime juice, sparkling water, and mint leaves",drink,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
8282,835,3012,1.62,5,24-1-22,1,23,42,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,restaurant,Karma Restaurant,"17, Burma Road, Apapa, Lagos, Nigeria","0816 569 6021, 0909 034 9081"
8283,714,2271,28.59,5,15-5-22,1,51,58,Catfish Stew,The awesomeness of fresh catfish stew is indescribable; you must taste it to understand the tone deeply flavored stew. It is made of fresh catfish cooked in a bowl of pepper mix and seasoned to perfection. A Simple but elegant stew everyone should taste.,meal,restaurant,New China Restaurant,"Mobolaji Bank Anthony Way, Opic Plaza, Ikeja, Lagos, Nigeria","0803 301 9983, 0704 322 2885"
8284,735,3583,13.24,3,4-7-22,0,30,81,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
8285,669,1862,6.31,2,14-11-22,-1,26,35,Fufu,"Fufu is known throughout West Africa, and it tops the list on the menu of Nigerian swallows. Usually, the cassava is processed and cooked into a smooth, starchy, and stretchy dough. We don’t eat it alone. It is served with delicious soups like ewedu and egusi to accompany it down the throat.",meal,restaurant,Fazoc Restaurant,"26 Norman Williams Street, South West, Ikoyi, Lagos, Nigeria",0803 347 4840
8286,6,512,3.39,5,2-1-22,1,16,40,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,restaurant,Home Restaurant & Bar,"81 Ogudu G.R.A, Ojota, Lagos, Nigeria",0802 346 5491
8287,507,1280,36.24,4,25-6-22,1,53,2,Ogbono Soup,"Another delightful soup is made with ogbono seeds (wild mango seeds). The traditional soup is a thick, hearty stew featuring all meat and fish in one pot. It is a great option to eat any swallow of choice.",meal,restaurant,Afi's Restaurant,"5 Olufemi Street, Surulere, Lagos, Nigeria",01 470 3044
8288,170,1033,21.16,1,25-5-22,-1,35,78,Pineapple Drink,"Made with the normally discarded bits of pineapple – the skin and core, this has a distinct, clear pineapple flavour. Spice with cloves, ginger and other aromatics.",drink,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
8289,589,3528,17.68,5,24-1-22,1,23,78,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
8290,766,2297,37.78,3,6-12-22,0,46,60,Egusi Soup,The list of Nigerian soups cannot be complete without Egusi soup. Egusi soup is made from melon seed from the gourd family. The melon seed is grounded and made into a ball with a mix of leafy vegetables and pepper. There are various ways of making egusi; you will like the Egusi Ijebu Recipe and Lumpy Egusi Stew. Served it with any swallow or rice to enjoy.,meal,restaurant,Pattaya Restaurant,"30 Adeola Hopewell, Victoria Island, Lagos State","0803 400 3755, 01 874 3696"
8291,919,3013,15.9,5,13-7-22,1,39,42,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,restaurant,Karma Restaurant,"17, Burma Road, Apapa, Lagos, Nigeria","0816 569 6021, 0909 034 9081"
8292,867,2661,15.2,2,28-12-22,-1,39,16,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,restaurant,Cheesy Restaurant & Snacks Bar,"66 Ijaiye Ogba, Ikeja, Lagos, Nigeria",0802 343 2160
8293,695,1613,17.71,5,13-3-22,1,40,21,Plantain fufu,"This is another version of fufu made from green plantain instead of cassava. A plain delicious gluten-free swallow served with any soup of choice. Specifically, plantain fufu is ideal for people living with diabetes because it has low sugar content.",meal,restaurant,Chinaville Chinese Restaurant,"9B, Abagbon Close, Off Ologun Agbaje Street, Victoria Island, Lagos, Nigeria","0802 314 1561, 0802 314 1560"
8294,928,3500,4.87,3,18-2-22,0,24,76,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,cafes,MY COFFEE,,
8295,572,3713,38.32,5,15-5-22,1,47,88,KOKORO,"Kokokoro is a deep-fried snack made into a stick shape. Corn flour or chaff is the main ingredient, usually with the addition of other ingredients like garri, yam flour etc. These ingredients are made into a paste, mixed with spices, rolled and fried.",snacks,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
8296,844,3645,7.72,5,22-8-22,1,20,84,Egg Roll,"Egg Roll is another sought-after snack in Nigeria, characterized by its cylindrical shape and delicious filling. A soft bread dough encases a boiled egg, often accompanied by a flavorful mix of onions, bell peppers, and spices. The Egg Roll’s combination of textures, with the fluffy exterior and the rich egg center, creates a truly satisfying snack experience",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
8297,431,1115,9.5,3,2-11-22,0,29,83,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,cafes,Fresh Forte,"12E Admiralty Way, Lekki, Lagos, Nigeria",
8298,621,3666,46.81,5,7-7-22,1,56,85,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
8299,78,2899,15.61,3,11-6-22,0,26,34,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,restaurant,Enjoyurmouth.com,"Lekki Ajah, Lagos, Lagos State Nigeria",088034310244
8300,731,3284,16.36,5,11-7-22,1,37,62,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,restaurant,Prime Chinese Restaurants,"Plot 860, Bishop Abayode Cole Street, Victoria Island, Lagos, Nigeria","0816 310 5537, 0803 306 5107"
8301,867,3637,5.96,2,23-5-22,-1,18,84,Puff Puff,"This is another lovely snack twining with Nigerian buns. Puff puff consists of yeast instead of baking powder. The batter is deep-fried in hot oil to get the golden-brown ball that you can pair with your favorite juice. It is simple, inexpensive, and irresistibly sweet.",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
8302,879,1442,29.6,5,4-12-22,1,52,11,Nigerian Egg Rolls,This filling snack features a boiled egg wrapped in a mass of flour dough and fried to form a ball-like shape. It is one of the street foods in Nigeria that gives you the satisfaction you want. Serve with cold juice at brunch or tea for breakfast.,meal,restaurant,Burgy's Fast Food & Restaurant,"72 Awolowo Road, Ikoyi, Lagos, Nigeria",01 268 6496
8303,173,1544,28.59,1,31-7-22,-1,32,17,Banga Soup ,"Banga soup bangs with swallows. It is a soup made from palm nuts. The nut is combined with assorted protein, spice flavorings, and beletete. This soup is exotic yet traditional and nutritious.",meal,restaurant,Chicken Cooking Family Restaurant,"10 Kofo Abayomi Street, Victoria Island, Lagos, Nigeria",01 262 2225
8304,831,3166,14.82,5,24-12-22,1,20,53,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,restaurant,Manna's Restaurant,"Western House, 8/10 Broad Street, Lagos Island, Lagos, Nigeria",0802 312 3698
8305,110,2653,18.63,5,21-5-22,1,31,15,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,restaurant,Chardonnay Restaurant & Bar,"Napex Centre, 3 Walter Carrington Crescent, Victoria Island, Lagos, Nigeria","0803 322 6955, 0803 322 9701"
8306,135,2178,20.6,5,22-8-22,1,35,53,Turkey Stew – African Style,"A classic combination of blended pepper mix and turkey seasoned and garnished with herbs. The turkey brings in that exotic flavor that will make you return for more. Serve it over rice, couscous, or sweet bread.",meal,restaurant,Manna's Restaurant,"Western House, 8/10 Broad Street, Lagos Island, Lagos, Nigeria",0802 312 3698
8307,453,302,41.77,2,30-1-22,-1,61,24,Chapman,"Typically made with alcoholic bitters, skip them, use non-alcoholic bitters or add a bit of grapefruit juice.",drink,restaurant,Coors Restaurant and Lounge,"2 Abibu Adetoro Street, Off Ajose Adeogun Street, Victoria Island, Lagos Nigeria","0807 521 5266, 0806 801 4593, 0706 612 3210"
8308,893,1346,46.72,5,26-6-22,1,51,6,Asun (Smoked Goat Meat),"Smoked goat meat is an outstanding recipe. It is a great game recipe that is also suitable for family hangouts, picnics, and get-togethers. The meats are cut in chunks, seasoned, smoked, and stirred in blended spicy pepper.",meal,restaurant,Appetizers Restaurant,"66 Ijaiye Road, Suite 33, Assembly Spot Complex, Ikeja, Lagos, Nigeria",0803 727 7483
8309,755,1741,17.36,3,30-8-22,0,32,29,Spinach Stew (Efo Riro),"Efo riro is a one-pot spinach stew made with chopped spinach stirred into a pepper stew. You can add any protein of choice to make an assorted delicacy. You will enjoy this flavourful stew with rice, swallows, and more.",meal,restaurant,Demmies Delight,"254, Agege Motor Road, Mushin, Lagos, Nigeria",0802 208 3653
8310,520,3599,42.48,5,8-5-22,1,68,82,Fish Pastry,"meal_description    Basically, it is called fish pastry because the filling is fish. It is another popular snack that you can get on the street. The fish pastry is sweet, crispy, and crunchy.",snacks,cafes,Grey Matter Social Space,"21C Akin Ogunlewe St, Victoria Island, Lagos, Nigeria",
8311,129,1212,17.29,3,9-4-22,0,29,89,Filter Coffee,This is one of the earliest types of coffee; probably the first type of coffee served in Nigeria. Ground coffee beans is poured inside hot or cold water and left to steep. This is then filtered out and the resulting coffee is taken black or with milk.,drink,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
8312,732,387,25.7,2,23-9-22,-1,34,30,Daiquiri,"If you like your liquor sweetish, then the daiquiri is the way to go. This rum-based cocktail combines a mix of rum, citrus juice (typically lime) and sugar or any other sweetner. It also has other variations like the widely popular strawberry daiquiri.",drink,restaurant,Double Four Restaurant & Eatery,"2A, Saka Jojo Street, Victoria Island, Lagos, Nigeria",0709 800 7317
8313,281,1580,32.18,4,11-12-22,1,42,19,Ewa Riro (Stewed Beans),"Stewed beans is a staple in Nigerian homes. It is easy to make and super filling after eating it. It is usually served with garri, fresh bread, and fried plantain. As a one-pot meal, it requires less stress for cleaning up.",meal,restaurant,China Restaurant And Bar,"26, Metro College, Oshodi Isolo, Lagos, Nigeria",0806 329 5125
8314,291,2659,39.36,4,12-6-22,1,42,16,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,restaurant,Cheesy Restaurant & Snacks Bar,"66 Ijaiye Ogba, Ikeja, Lagos, Nigeria",0802 343 2160
8315,191,3661,28.9,3,8-12-22,0,54,85,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,cafes,Cafe One Yaba,"E-Center, 1-11 Commercial Ave, Sabo, Yaba, Lagos, Nigeria",
8316,460,1424,20.67,5,21-2-22,1,36,10,Chicken Pepper Soup,"Are you looking for a bowl of comforting and satisfying delicacy? This hot and spicy chicken pepper soup is a great choice. It is hearty, nutrient-dense, and bold with elegant flavor. Cut in some green plantains or potatoes while cooking and enjoy.",meal,restaurant,Barcelos,"66, Isaac John Street, G.R.A, Ikeja, Lagos, Nigeria","08019 115 1760, 0809 555 4085"
8317,225,1644,22.41,2,23-6-22,-1,33,23,Native Jollof Rice,"While the regular Jollof is made with groundnut oil, our native jollof is made with palm oil. The rice is cooked with pepper, spices, seasoning, and hearty protein. You can enjoy the one-pot comfort meal anytime in the day.",meal,restaurant,Chow Mein Chinese Restaurant,"20, Prince Adelowo Adedeji Street, Lekki Estate Phase 1, Lagos, Nigeria",0818 734 3782
8318,178,1026,4.72,3,16-10-22,0,13,78,Whisky,"While brandy is generally made from grapes, that is, any distilled liquor made from fermented fruit juice is called brandy. Whiskey is made from grain, typically malted barley, corn, or other cereal grains, which is essentially brewed and fermented into beer.",drink,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
8319,171,2135,15.2,5,14-5-22,1,25,51,The Classic Nigerian Salad,Are you looking for a quick and tasty salad recipe? This salad recipe is a great choice. It is a versatile recipe you can serve as an appetizer and main dish. It is a colorful bowl of nutritious and filling vegetables.,meal,restaurant,Mama Cass Restaurants Limited,"4a Oyeleke Street, Off Kudirat Abiola Way, Oregun, Ikeja, Lagos, Nigeria","0807 229 2436, 0807 22 92447, 0807 229 2446"
8320,704,2312,17.11,2,19-11-22,-1,26,61,Ogbono Soup,"Another delightful soup is made with ogbono seeds (wild mango seeds). The traditional soup is a thick, hearty stew featuring all meat and fish in one pot. It is a great option to eat any swallow of choice.",meal,restaurant,PJ Foods,"KM 3 Lasu Iba Road, By First Gate Bus-Stop Agboroko, Ojo, Lagos","0913 427 2579, 0813 368 8523"
8321,274,3541,3.94,3,20-11-22,0,23,79,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
8322,413,3219,21.79,1,18-10-22,-1,36,57,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,restaurant,Ms Food,"6, Olawaiye Street, off Anifowoshe, Akinremi str., Ikeja, Lagos Nigeria",0703 017 5434
8323,434,3439,38.69,5,22-3-22,1,39,73,Meat Floss,Originating from northern Nigeria is this shredded dried meat floss. It is a delicious hair-like meat that is eaten as snacks or sprinkled over rice stuffed inside masa or bread.,snacks,cafes,MyYa’s Cafe,"Plot 1, Block, 4 Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
8324,726,1333,31.78,4,13-4-22,1,59,5,Spinach Stew (Efo Riro),"Efo riro is a one-pot spinach stew made with chopped spinach stirred into a pepper stew. You can add any protein of choice to make an assorted delicacy. You will enjoy this flavourful stew with rice, swallows, and more.",meal,restaurant,Anis Restaurant,"11 Simpson Street, Lagos Island, Lagos, Nigeria",01 263 7556
8325,194,1570,46.55,2,8-2-22,-1,63,19,Jollof Spaghetti,"This is not a regular everyday spaghetti that you eat with ready-made stew. It is a one-pot stewed spaghetti recipe made with aromatics, vegetable oil, and pepper. You can stir your choice of protein and eat it for lunch or dinner.",meal,restaurant,China Restaurant And Bar,"26, Metro College, Oshodi Isolo, Lagos, Nigeria",0806 329 5125
8326,436,1585,41.22,5,12-1-22,1,47,20,Fried Sauce with African Meatballs,"If you love the classic meatball, you will enjoy these meatballs stirred in Nigerian sauce. It is easy to make and tasty to eat. A crowd-pleasing recipe with inexpensive ingredients.",meal,restaurant,China Town Express Restaurant,"14 Idowu Martins Street, Lagos Island, Lagos, Nigeria","0704 095 4224, 0806 454 2582"
8327,842,3181,41.59,2,9-7-22,-1,48,54,Gala,"Gala, a popular on-the-go snack, has become synonymous with convenience and flavor. These savory meat pies consist of a flaky pastry crust filled with a well-seasoned mixture of minced meat, vegetables, and spices.",snacks,restaurant,Mano's Delight,"Edmark D’podium, 31B Aromire Avenue, Ikeja, Lagos","0809 900 0027, 0809 357 8298"
8328,687,3601,44.1,3,15-1-22,0,47,82,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Grey Matter Social Space,"21C Akin Ogunlewe St, Victoria Island, Lagos, Nigeria",
8329,150,3720,28.26,5,25-11-22,1,48,89,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,Oeuvres Patisserie,"Ogudu Mall, Ogudu, Lagos",
8330,702,2606,13.54,5,22-3-22,1,29,12,Plantain Chips,"Plantain Chips offer a crispy alternative to traditional potato chips and have gained immense popularity in Nigeria. Thinly sliced plantains are deep-fried until they acquire a satisfying crunch. These chips come in various flavors, from lightly salted to spicy and tangy, catering to different taste preferences.",snacks,restaurant,Cal's Place Restaurant,"93 Allen Avenue, Ikeja, Lagos, Nigeria",01 471 9686
8331,162,1201,2.43,5,18-10-22,1,25,88,Adoyo,The main source of adoyo is pineapple and pap(made from corn). Adoyo which is pap paired with pineapple improves the sour taste that naturally comes with pap,drink,cafes,Krispy Kreme," 389C Herbert Macaulay Way, Yaba, Lagos, Nigeria",
8332,512,903,3.29,2,7-7-22,-1,11,71,Pineapple Drink,"Made with the normally discarded bits of pineapple – the skin and core, this has a distinct, clear pineapple flavour. Spice with cloves, ginger and other aromatics.",drink,cafes,Vestar Coffee,"26 Oju Olobun Cl, Victoria Island, Lagos, Nigeria",
8333,501,3101,31.08,1,27-7-22,-1,36,49,Chin Chin,"Everyone likes sweet and crunchy chin chin deep-fried in hot oil. Make your sweet chin chin snacks at home from a batter of flour, sugar, milk, butter, and nutmeg. You can cut it into any shape you want and munch on it between work. An excellent starter and a winner on tables during celebrations.",snacks,restaurant,Lighthouse Restaurant,"Elephant House Plaza, 239/241 Ikorodu Road, Anthony Village, Lagos, Nigeria",01 493 9329
8334,650,2413,46.19,5,24-7-22,1,60,67,West African Coconut Rice,Coconut rice is a great option if you want to make something different from the classic rice. The rice is cooked in coconut milk to give a rich and exotic savor. This coconut rice is a simple recipe loaded with flavor.,meal,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
8335,287,3385,3.58,5,5-11-22,1,13,70,Pound Cake,"African pound cake is a good choice for you. In addition, this pound cake is chewy and requires pantry-staple ingredients. You easily bake this for snacks for school children or family picnics.",snacks,cafes,Pause | Café & Espresso Bar,"1 Bisway St, Lekki, Lagos, Nigeria",
8336,5,2388,4.32,3,22-1-22,0,14,65,African Buns – Nigerian Buns,"Looking for a light snack with an undeniable sweet taste? This small golden ball of buns is a hit for you. It is made from a batter of flour, baking powder, milk, and sugar. Then it is fried with hot oil to give you a crispy exterior and soft interior. You’ll enjoy it.",meal,restaurant,Sweetspot Eatery And African Dishes,"20, Oladoyinbo Street, Ikeja, Lagos, Nigeria","0703 384 2618, 0807 595 3779"
8337,284,3580,13.05,4,28-12-22,1,24,81,Wheat Meat Pie (Beef Pie),"Instead of flour, wheat flour is used to form the batter for these exotic Nigerian snacks. The pie is filled with beef, potatoes, and other veggies. It is a healthier version of meat pies with a distinct nutty flavor.",snacks,cafes,La Pointe Cafe,"4A Akin Olugbade Street, Victoria Island, Lagos, Nigeria",
8338,866,3431,1.24,3,29-5-22,0,21,72,Sandwich,"A sandwich is a food typically consisting of vegetables, sliced cheese or meat, placed on or between slices of bread, or more generally any dish wherein bread serves as a container or wrapper for another food type.",snacks,cafes,Moonshine Cafe,"7A Admiralty Rd, Lekki Phase I, Lagos, Nigeria",
8339,795,1956,18.25,3,31-5-22,0,25,40,Native Jollof Rice,"While the regular Jollof is made with groundnut oil, our native jollof is made with palm oil. The rice is cooked with pepper, spices, seasoning, and hearty protein. You can enjoy the one-pot comfort meal anytime in the day.",meal,restaurant,Home Restaurant & Bar,"81 Ogudu G.R.A, Ojota, Lagos, Nigeria",0802 346 5491
8340,403,1606,24.32,5,20-1-22,1,42,21,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,restaurant,Chinaville Chinese Restaurant,"9B, Abagbon Close, Off Ologun Agbaje Street, Victoria Island, Lagos, Nigeria","0802 314 1561, 0802 314 1560"
8341,669,2700,22.62,5,14-6-22,1,45,19,Chicken burger,"A chicken burger is made with ground chicken that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise",snacks,restaurant,China Restaurant And Bar,"26, Metro College, Oshodi Isolo, Lagos, Nigeria",0806 329 5125
8342,855,2104,11.89,5,27-7-22,1,28,49,Pepper Sauce – Ata dindin,"Ata din din is a game-changer when it comes to Nigerian sauce. It is a hearty stew made with roughly blended bell peppers, habaneros, chili flakes, garlic, onion, ginger, and tomatoes. This should be your go-to if you want a fast, fiery hot, and spicy stew. Pair with boiled yam, rice, boiled potatoes, and more.",meal,restaurant,Lighthouse Restaurant,"Elephant House Plaza, 239/241 Ikorodu Road, Anthony Village, Lagos, Nigeria",01 493 9329
8343,771,3549,15.0,3,23-2-22,0,19,79,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,cafes,Bourbon House Cafe,"741 Adeola Hopewell St, Victoria Island, Lagos, Nigeria",
8344,769,3682,18.62,1,9-1-22,-1,39,86,Beef Burger,"A beef burger is made with ground beef that is formed into a patty and cooked. It is typically served on a bun with cheese, lettuce, tomato, onion, pickles, and condiments such as ketchup, mustard, and mayonnaise.",snacks,cafes,Hot Crust Cafe,"Alpha Mall, 117 Ogudu Rd, Ogudu, Lagos, Nigeria",
8345,131,2103,20.3,2,30-9-22,-1,30,49,Suya Spice,"A spicy seasoning spice for your food. Make your own suya powder mix with peanut butter, smoked paprika, red chili, onion, ginger and garlic powder, nutmeg, and so on. Once you make it, you can add it to fish, potatoes, turkey, beef, chicken, and more.",meal,restaurant,Lighthouse Restaurant,"Elephant House Plaza, 239/241 Ikorodu Road, Anthony Village, Lagos, Nigeria",01 493 9329
8346,424,3348,26.83,1,2-4-22,-1,37,67,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
8347,415,3559,14.03,1,8-1-22,-1,26,80,Meat Pie,"A mix of flour, butter, salt, sugar, baking powder, and egg batter kneaded and filled with seasoned ground beef, carrots and potatoes make a comfort snack for you. Whether you are eating it as brunch, breakfast, or snack, you will enjoy this light and flaky delicacy.",snacks,cafes,Stories Lagos,,
8348,915,363,36.86,2,8-7-22,-1,58,28,Cappuccino,"Cappuccino consist of a layer of Espresso, milk and foamy cream. ",drink,restaurant,Del Pizza Restaurant and Take Away,"65 Okesuna Street, Lafiaji, Lagos, Nigeria",01 260 2487
8349,46,3348,33.24,5,22-5-22,1,34,67,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,restaurant,Topever Restaurant,"39, Market Street, Shomolu, Shomolu, Lagos, Nigeria","0806 209 8455, 0803 488 6706"
8350,409,2494,2.74,3,26-2-22,0,22,3,Chicken Pie,This is another version of meat pie. The difference from the classic one is that the filling is chicken instead of beef. It is loaded with chicken flavor and equally delicious.,snacks,restaurant,Aldente,"S11 Lagos City Mall, Onikan, Lagos, Nigeria","01 444 3944, 01 791 2942"
8351,195,2998,2.96,2,31-5-22,-1,12,41,Chicken Shawarma,"Chicken baked in a yogurt marinade, rolled up in pita bread and served with tahini or mayonnaise. This seems like the perfect dish for your evening binge eating.",snacks,restaurant,House J. Luxury Apartments & Restaurant,"11, Joel Ogunnaike Street, G.R.A., Ikeja, Lagos, Nigeria","01 290 4332, 01 271 7565 - 7"
8352,6,1640,20.84,3,28-12-22,0,39,23,West African Pepper Sauce,"This is an outstanding condiment that intensifies the flavor and taste of meals. It is a spicy sauce made with habaneros, tomatoes, and aromatics. This is a must-have condiment if you want to make a quick meal without starting from scratch.",meal,restaurant,Chow Mein Chinese Restaurant,"20, Prince Adelowo Adedeji Street, Lekki Estate Phase 1, Lagos, Nigeria",0818 734 3782
8353,939,1341,2.46,3,28-11-22,0,16,5,Okro Pepper Soup,"Okro pepper soup combines okro, pepper, palm oil, and protein made in one pot. It is a unique, slimy, and viscous soup served with swallows like eba and amala. You can switch the taste and make another version of Okro Soup with spinach.",meal,restaurant,Anis Restaurant,"11 Simpson Street, Lagos Island, Lagos, Nigeria",01 263 7556
8354,332,1028,7.02,3,25-11-22,0,20,78,Beer,"Beer is brewed from cereal grains most commonly from malted barley, however, wheat, corn, and rice are also used.",drink,cafes,Ziya Delicacy Boutique,"26B Oju Olobun Cl, Lagos, Nigeria",
8355,399,3493,19.64,1,23-7-22,-1,26,76,Crispy Spring Rolls,"These spring rolls are incredible starters made from flour seasoned with salt, bouillon cube, curry powder, black pepper, and chili powder. An excellent finger food filled with beef and vegetable and then fried till it is golden brown crispy, and crunchy.",snacks,cafes,MY COFFEE,,
